model,type,composition,similarity,compsim,layer,pearsoncor,spearman
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,2,0.6146920565641448,0.6286510825157166
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,3,0.6020848633707873,0.6147506833076477
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,4,0.6671490551725651,0.6730681657791138
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,5,0.7052847681759621,0.7041719555854797
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,6,0.7312256849638635,0.7282775640487671
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,7,0.7507939069721797,0.7472892999649048
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,8,0.7772945363693563,0.7739331722259521
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,9,0.8039171069554322,0.8013972640037537
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,10,0.8169526401068299,0.8180505633354187
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,11,0.8303937909929254,0.8438656330108643
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_ind,CosF_ind,12,0.8756068033998484,0.8806395530700684
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,0,0.5974141191429904,0.6050055027008057
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,1,0.5839173364336281,0.5931513905525208
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,2,0.5471899501318732,0.559173583984375
sentence-transformers-paraphrase-multilingual-mpnet-base-v2,Transformer,Cos,F_joint,CosF_joint,3,0.5285105048618887,0.5348658561706543
