model,type,composition,similarity,compsim,layer,pearsoncor,spearman
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_ind,IcmF_ind,6,0.726490628961802,0.7561229467391968
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_joint,IcmF_joint,0,0.42984190546571394,0.451969712972641
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_joint,IcmF_joint,1,0.3231793005912784,0.3139297068119049
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_joint,IcmF_joint,2,0.31060255378366053,0.3066253066062927
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_joint,IcmF_joint,3,0.43001542780663715,0.4414471685886383
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_joint,IcmF_joint,4,0.46633011672521235,0.4730812907218933
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_joint,IcmF_joint,5,0.4414503381160812,0.44847238063812256
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_joint,IcmF_joint,6,0.7469456595988049,0.7540242075920105
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_inf,IcmF_inf,0,0.3473076758813959,0.3716143071651459
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_inf,IcmF_inf,1,0.22628033088918792,0.20229269564151764
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_inf,IcmF_inf,2,0.21493469508316526,0.18895737826824188
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_inf,IcmF_inf,3,0.2622550945117264,0.25514206290245056
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_inf,IcmF_inf,4,0.2989546457225336,0.31782442331314087
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_inf,IcmF_inf,5,0.3363131816749722,0.3650018572807312
sentence-transformers-all-MiniLM-L6-v2,Transformer,Icm,F_inf,IcmF_inf,6,0.7049223129236153,0.751479983329773
