model,type,composition,similarity,compsim,layer,pearsoncor,spearman
glove-twitter-200,Static,Cos,Cls,CosCls,1,0.1822005787738974,0.175665482878685
glove-twitter-200,Static,Cos,Avg,CosAvg,1,0.4106617453965432,0.4957291781902313
glove-twitter-200,Static,Cos,Sum,CosSum,1,0.4106617394815388,0.49572986364364624
glove-twitter-200,Static,Cos,F_ind,CosF_ind,1,0.43900236757177724,0.48984771966934204
glove-twitter-200,Static,Cos,F_joint,CosF_joint,1,0.39622150063342143,0.4111366271972656
glove-twitter-200,Static,Cos,F_inf,CosF_inf,1,0.43427024907565875,0.46579286456108093
glove-twitter-200,Static,Euc,Cls,EucCls,1,0.21529344110810392,0.18283331394195557
glove-twitter-200,Static,Euc,Avg,EucAvg,1,0.5479108489720623,0.5629447102546692
glove-twitter-200,Static,Euc,Sum,EucSum,1,0.23644892564787431,0.28841012716293335
glove-twitter-200,Static,Euc,F_ind,EucF_ind,1,0.4134561874193864,0.4140780568122864
glove-twitter-200,Static,Euc,F_joint,EucF_joint,1,0.37291268460826954,0.361184298992157
glove-twitter-200,Static,Euc,F_inf,EucF_inf,1,0.379979316213086,0.37070828676223755
glove-twitter-200,Static,Icm,Cls,IcmCls,1,0.14293378283673858,0.14177270233631134
glove-twitter-200,Static,Icm,Avg,IcmAvg,1,-0.06454469022923615,-0.08563647419214249
glove-twitter-200,Static,Icm,Sum,IcmSum,1,0.07382406891810736,0.022380350157618523
glove-twitter-200,Static,Icm,F_ind,IcmF_ind,1,0.10209911121214933,0.07092112302780151
glove-twitter-200,Static,Icm,F_joint,IcmF_joint,1,0.36921723476834106,0.38657140731811523
glove-twitter-200,Static,Icm,F_inf,IcmF_inf,1,0.19167055683674106,0.14548835158348083
