model,type,composition,similarity,compsim,layer,pearsoncor,spearman
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,1,0.19125859592376712,0.15571346879005432
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,2,0.17963087189125146,0.16643115878105164
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,3,0.18435603777095838,0.17965446412563324
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,4,0.20077998270322825,0.18561504781246185
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,5,0.21074672305722245,0.20153139531612396
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,6,0.22611458533104997,0.22855447232723236
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,7,0.22909801195005833,0.23896096646785736
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,8,0.23121888546481295,0.241897851228714
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,9,0.2440155401893121,0.2596256136894226
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,10,0.2986133708265855,0.3028147518634796
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,11,0.39057582521569967,0.3679359257221222
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Cls,IcmCls,12,0.7228035420528587,0.7284483313560486
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,0,0.5147891865617161,0.5471430420875549
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,1,0.4183799950351672,0.4278709888458252
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,2,0.3979181735345559,0.3942807614803314
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,3,0.40390337738037424,0.3960115313529968
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,4,0.4489843233382767,0.4413408637046814
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,5,0.44654826201127457,0.4373149275779724
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,6,0.4885195584940406,0.4858950674533844
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,7,0.5430140025860135,0.5499082803726196
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,8,0.5871332217695582,0.6171602010726929
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,9,0.6035389119929995,0.6360431909561157
sentence-transformers-all-mpnet-base-v2,Transformer,Icm,Avg,IcmAvg,10,0.5956320104793292,0.6202706098556519
